country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GH,Ghana,,,Kumasi Metropolitan Area,,,11/09/2020,0,-10,-20,-3,-13,9
GH,Ghana,,,Kumasi Metropolitan Area,,,12/09/2020,-2,-15,-9,0,-2,6
GH,Ghana,,,Kumasi Metropolitan Area,,,13/09/2020,-8,-9,-14,-12,-6,10
GH,Ghana,,,Kumasi Metropolitan Area,,,14/09/2020,1,-12,-13,0,-11,9
GH,Ghana,,,Kumasi Metropolitan Area,,,15/09/2020,0,-12,-4,6,-14,11
GH,Ghana,,,Kumasi Metropolitan Area,,,16/09/2020,7,-7,-21,1,-12,11
GH,Ghana,,,Kumasi Metropolitan Area,,,17/09/2020,2,-10,-13,-1,-14,11
GH,Ghana,,,Kumasi Metropolitan Area,,,18/09/2020,2,-10,-13,2,-11,9
GH,Ghana,,,Kumasi Metropolitan Area,,,19/09/2020,0,-15,-12,-1,-2,9
GH,Ghana,,,Kumasi Metropolitan Area,,,20/09/2020,-8,-9,-17,-16,-9,12
GH,Ghana,,,Kumasi Metropolitan Area,,,21/09/2020,-5,-14,-24,-2,-37,16
GH,Ghana,,,Kumasi Metropolitan Area,,,22/09/2020,2,-4,-11,11,-18,11
GH,Ghana,,,Kumasi Metropolitan Area,,,23/09/2020,-1,-6,-26,-2,-20,13
GH,Ghana,,,Kumasi Metropolitan Area,,,24/09/2020,-6,-11,-20,-9,-20,12
GH,Ghana,,,Kumasi Metropolitan Area,,,25/09/2020,-6,-8,-20,-5,-18,11
GH,Ghana,,,Kumasi Metropolitan Area,,,26/09/2020,-6,-12,-15,-2,-8,9
GH,Ghana,,,Kumasi Metropolitan Area,,,27/09/2020,-6,0,-3,-3,-15,9
GH,Ghana,,,Kumasi Metropolitan Area,,,28/09/2020,-3,-9,-16,1,-18,12
GH,Ghana,,,Kumasi Metropolitan Area,,,29/09/2020,0,-2,-5,6,-20,10
GH,Ghana,,,Kumasi Metropolitan Area,,,30/09/2020,-1,-6,-18,-2,-22,7
GH,Ghana,,,Kumasi Metropolitan Area,,,01/10/2020,-12,-14,-20,-7,-27,3
GH,Ghana,,,Kumasi Metropolitan Area,,,02/10/2020,-1,-5,-11,-2,-22,-1
GH,Ghana,,,Kumasi Metropolitan Area,,,03/10/2020,-4,-11,-11,-4,-17,-3
GH,Ghana,,,Kumasi Metropolitan Area,,,04/10/2020,-13,-1,-15,-10,-26,-2
GH,Ghana,,,Kumasi Metropolitan Area,,,05/10/2020,-4,-9,-15,2,-23,0
GH,Ghana,,,Kumasi Metropolitan Area,,,06/10/2020,-3,-8,-5,2,-23,-1
GH,Ghana,,,Kumasi Metropolitan Area,,,07/10/2020,-5,-10,-22,-10,-21,5
GH,Ghana,,,Kumasi Metropolitan Area,,,08/10/2020,-4,-9,-10,-9,-18,5
GH,Ghana,,,Kumasi Metropolitan Area,,,09/10/2020,-7,-11,-13,-7,-16,6
GH,Ghana,,,Kumasi Metropolitan Area,,,10/10/2020,-6,-14,-1,-7,-8,5
GH,Ghana,,,Kumasi Metropolitan Area,,,11/10/2020,-11,-3,-10,-11,-17,6
GH,Ghana,,,Kumasi Metropolitan Area,,,12/10/2020,-5,-8,-10,-1,-16,6
GH,Ghana,,,Kumasi Metropolitan Area,,,13/10/2020,-4,-7,1,7,-18,7
